가맹점명,서울페이업종명,우편번호,자치구명,기본주소,상세주소
비비큐참숯바베큐,음식점/식음료업,8523,금천구 ,서울시 금천구 시흥대로123길 24,1층
처갓집 양념치킨 하계점,음식점/식음료업,1808,노원구 ,"서울특별시 노원구 공릉로58길 176 (하계동, 우방아파트)",
고려홍삼,식자재/유통,3321,은평구 ,서울 은평구 갈현로33길,"3, 1층 (갈현동)"
(주)다이아몬드엔터프라이즈,식자재/유통,6058,강남구 ,서울 강남구 언주로,"720,3층(논현동,학수빌딩)"
김기창안과의원,보건/복지,3397,은평구 ,서울 은평구 대조동,14-1번지
부라더미싱대리점,의류/잡화,8744,관악구 ,서울 관악구 은천로,168 (봉천동)
피오니아,기타,7655,강서구 ,"서울특별시 강서구 공항대로48길 12 (화곡동, 화곡보람아파트)",
하이컴퍼니,기타,2845,성북구 ,서울특별시 성북구 동소문로22길 19 (동선동1가),4층(동선동1가)
올리브통의원,보건/복지,7960,양천구 ,"서울특별시 양천구 목동중앙본로7길 45 (목동, 목동보미리즌빌)",204
(주)릴라릴라 역삼점,의류/잡화,6219,강남구 ,서울특별시 강남구 언주로 314 (역삼동),강남프라자 104호
꼬마친구어린이집,생활/리빙,2075,중랑구 ,서울시 중랑구 봉화산로 130,1304동 104호
스시미가쿠,음식점/식음료업,3980,마포구 ,"서울특별시 마포구 동교로51길 69 (연남동, 아이에프비씨)",1층 스시미가쿠
(주) 커피팩토리쏘,음식점/식음료업,7355,영등포구,서울특별시 영등포구 여의대방로51길 22 (신길동),2층 커피팩토리쏘 무역점
라피네,의류/잡화,7331,영등포구,서울시 영등포구 국제금융로6길 33,맨하탄빌딩 2층
엘리스헤어,생활/리빙,7423,영등포구,서울특별시 영등포구 대림로22길 37 (대림동),앨리스헤어
어반파크헤어 이촌점,생활/리빙,4385,용산구 ,서울시 용산구 서빙고로 69,"106동 지하1층 10호(용산동5가, 파크타워)"
아트앤하트 문래미술학원,예술 교육,7294,영등포구,서울특별시 영등포구 문래로 89 (문래동3가),101동1503호
숙이네 명품관,의류/잡화,7442,영등포구,서울 영등포구 대림동,975-22번지
토탈사운드,기타,4315,용산구 ,"서울 용산구 청파로 213, 1층 111호 (문배동, 이안용산프리미어)","가-115호(한강로2가, 나진상가 19동)"
건강한피부연구소,생활/리빙,7806,강서구 ,서울 강서구 마곡중앙2로,"35, 7층 706호 (마곡동,이너매스마곡II)"
두꺼비식당,음식점/식음료업,8333,구로구 ,서울 구로구 개봉로12길,15 (개봉동)
우진스텐레스,건축/철물,7299,영등포구,서울 영등포구 도림로,418 (문래동3가)
연희산부인과의원,보건/복지,8269,구로구 ,서울 구로구 경인로,"193, 3층 (오류동,상임빌딩)"
룩전자담배,기타,6153,강남구 ,"서울특별시 강남구 봉은사로 420, 102호 (삼성동)",룩전자담배
돈가야우가야,음식점/식음료업,5537,송파구 ,서울시 송파구 올림픽로47길 23,돈가야우가야
바르다김선생 (오목교역점),음식점/식음료업,7999,양천구 ,"서울특별시 양천구 오목로 345,","1층 101호 (목동, 목동 슬로우스퀘어)"
케이원 당구클럽,문화/체육,2842,성북구 ,서울 성북구 개운사길,"27, 301호 (안암동5가,원영스위트)"
베이비 몽드,의류/잡화,5116,광진구 ,서울 광진구 광나루로56길,"85, 판매동 7층 B-078호 (구의동,테크노마트21)"
리틀다빈치 미술교습소,기술/기능 교육,3441,은평구 ,"서울 은평구 가좌로 281,",
네일더뽀얀,생활/리빙,6018,강남구 ,"서울특별시 강남구 선릉로157길 27, 3층 (신사동)",네일 더 뽀얀
신통방통의원,보건/복지,8235,구로구 ,서울 구로구 고척로,"144, 601호 (고척동,두발로빌딩)"
연세아동치료연구소,기타,6675,서초구 ,서울 서초구 서초대로,"24, 2층 (방배동,새한빌딩)"
카프라이즈,자동차/주유,7939,양천구 ,서울 양천구 국회대로,196 (신정동)
덴탈 숲,보건/복지,4371,용산구 ,서울 용산구 새창로,"181, 21동 1층 E01호 (한강로2가,선인상가)"
(주)나랏말교육,기술/기능 교육,5599,송파구 ,서울 송파구 백제고분로21길,"27, 4층 401호 (삼전동)"
베러댄,의류/잡화,2211,중랑구 ,서울 중랑구 면목로44라길,"48, 지층 (면목동)"
네일뭐해?,생활/리빙,3675,서대문구,서울 서대문구 가좌로,"111, 1층 101호 디에이원파크오피스텔 101호 (홍은동,디에이원파크)"
드림특수조명,건축/철물,4544,중구   ,서울 중구 을지로,"153-21, 1층 (산림동)"
으뜸플러스 잠원점,의류/잡화,6511,서초구 ,서울특별시 서초구 잠원로 69 (잠원동),
티앤제이오피스,가구/인테리어,8504,금천구 ,서울 금천구 서부샛길,"606, B동 3층 327호 (가산동,대성디폴리스지식산업센터)"
팬덤어스 밀탑,음식점/식음료업,4389,용산구 ,서울 용산구 한강대로14길,"6, 1층 101호 (한강로3가)"
텐트 커피,음식점/식음료업,4100,마포구 ,서울 마포구 서강로,122 (노고산동)
이화,가구/인테리어,8774,관악구 ,서울시 관악구 관천로 41(신림동),
즉석순두부,식자재/유통,1194,강북구 ,서울특별시 강북구 솔샘로 242 (미아동),1층
(주)황금들,식자재/유통,2586,동대문구,서울 동대문구 난계로,"244, 105호 (신설동)"
새시대정육점,식자재/유통,7922,양천구 ,서울시 양천구 월정로29길 11,(신월동)
아티제이,생활/리빙,7733,강서구 ,서울특별시 강서구 등촌로13길 82 (화곡동),1층 상가 아티제이플라워
공임나라,기타,1426,도봉구 ,서울특별시 도봉구 해등로 131 (창동),1층
아이스크림 할인점,식자재/유통,7716,강서구 ,서울특별시 강서구 화곡로24길 47 (화곡동),1층
코리아 탑클래스 태권도,생활/리빙,8357,구로구 ,"서울특별시 구로구 서해안로 2293, 204호 (오류동, 리더원빌딩)",코리아 탑클래스 태권도
소양식탁,음식점/식음료업,5636,송파구 ,서울특별시 송파구 위례성대로12길 10 (방이동),
담다디포차,음식점/식음료업,8039,양천구 ,"서울특별시 양천구 남부순환로70길 20-10 (신월동, 금강빌라트)",1층 101호
보스,음식점/식음료업,3789,서대문구,"서울특별시 서대문구 연세로7길 25, 2층 (창천동)",보스
왁 도산점,문화/체육,6024,강남구 ,서울 강남구 언주로,"813, 1층 2층 (신사동)"
속옷이불할인마트,의류/잡화,4949,광진구 ,서울특별시 광진구 용마산로 44 (중곡동),
오늘은즉떡,음식점/식음료업,3173,종로구 ,서울특별시 종로구 새문안로5길 37,
비비드 스파,생활/리빙,6237,강남구 ,서울 강남구 논현로85길,"5-7, 2층 201호 (역삼동)"
한식포차,음식점/식음료업,6156,강남구 ,서울특별시 강남구 삼성로103길 11 (삼성동),1층101호
테바,음식점/식음료업,4206,마포구 ,"서울특별시 마포구 마포대로 204 (아현동, 마포에스케이허브블루)",
다온필라테스 장안점,기술/기능 교육,2635,동대문구,서울특별시 동대문구 천호대로79길 29 (장안동),3층
코너스,음식점/식음료업,5668,송파구 ,서울특별시 송파구 가락로 139 (송파동),103호
법률사무소 밝은내일(변호사 권신애법률사무소),기타,8306,구로구 ,서울 구로구 가마산로,"244, 4층 (구로동,동헌빌딩)"
로케트 델코밧데리,자동차/주유,8356,구로구 ,서울 구로구 경인로,"98, 1층 (오류동)"
엔에프에어(주),기타,7618,강서구 ,서울 강서구 공항대로,49-2 (공항동)
유니포니,의류/잡화,6126,강남구 ,서울 강남구 논현로,"537, 2층 215호 (역삼동,명뷰티프라자빌딩)"
노랑통닭 암사점,음식점/식음료업,5262,강동구 ,서울 강동구 암사길,"2, 1층 (암사동)"
내셔널지오그래픽 두타,의류/잡화,4563,중구   ,서울특별시 중구 장충단로 275(을지로6가),B1층 5호
고기다,음식점/식음료업,4793,성동구 ,서울특별시 성동구 성수일로12길 20 (성수동2가),102호
크린토피아 전농SK,생활/리빙,2532,동대문구,"서울특별시 동대문구 사가정로 148, 138동 205호 (전농동, 전농SK아파트 주상가)",
연탄가게,기타,3110,종로구 ,서울특별시 종로구 종로63가길 62 (숭인동),1층
드림카페,음식점/식음료업,4551,중구   ,서울특별시 중구 마른내로11-4,1층
좋은수 수학교습소,입시/교습학원,7651,강서구 ,"서울특별시 강서구 강서로 348 (내발산동, 우장산힐스테이트)",상가2동 108호
칸타빌레,의류/잡화,3964,마포구 ,서울시 마포구 월드컵로25길 58,칸타빌레
강서 양천콜,기타,7917,양천구 ,서울 양천구 가로공원로66길,"6, 205호 (신월동,동원빌라)"
케이피(KPEE)필라테스,기술/기능 교육,2855,성북구 ,서울 성북구 인촌로24길,"58-5, 6층 (안암동5가,고려안암빌딩)"
블리스박철헤어SK뷰점,생활/리빙,3466,은평구 ,"서울특별시 은평구 응암로30길 16 (응암동, 백련산에스케이뷰아이파크)",상가 2층 박철헤어
안녕언어심리연구소,기타,4702,성동구 ,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐)",151동 303-1호
플로우라이크,의류/잡화,4355,용산구 ,서울특별시 용산구 백범로 28411 효창동,302호
미소,음식점/식음료업,2586,동대문구,서울 동대문구 천호대로4길,"21, 빨강동.37호 (신설동,서울풍물시장.)"
쇼팽음악학원,기술/기능 교육,3426,은평구 ,서울특별시 은평구 갈현로 169-6 2층,1층 쇼팽피아노
가양김치찌개,음식점/식음료업,7575,강서구 ,서울특별시 강서구 양천로 482 (등촌동),삼부르네상스오피스텔 102-1호
중랑중고가전,가전/통신,2117,중랑구 ,서울특별시 중랑구 망우로 245 (중화동),1
봉평메밀국수,음식점/식음료업,2572,동대문구,서울시 동대문구 왕산로 177-3,1층
야미쿡스,음식점/식음료업,2211,중랑구 ,서울 중랑구 면목로56길,"78, 1층 1호 (면목동)"
(주)나랏말교육,문화/체육,5599,송파구 ,서울 송파구 백제고분로21길,"27, 4층 402호 (삼전동)"
공구당구장,문화/체육,8226,구로구 ,서울 구로구 경인로43길,"9, 3층 (고척동)"
무교동낙지골,음식점/식음료업,3779,서대문구,서울특별시 서대문구 연세로2길 19 (창천동),1층
굿유통,생활/리빙,5510,송파구 ,서울 송파구 올림픽로35가길,"11, 701호 (신천동,한신잠실코아)"
봄미디어(BOMMEDIA),건축/철물,4206,마포구 ,서울 마포구 마포대로,"196, 7층 14호 (아현동,고려아카데미텔)"
오일지게차,생활/리빙,2593,동대문구,서울 동대문구 황물로,60 (답십리동)
아몽드헤어,생활/리빙,2039,중랑구 ,서울 중랑구 동일로152길,"11, 1층 (묵동)"
빅아이즈정보시스템,가전/통신,2119,중랑구 ,서울 중랑구 망우로30길,"8, 407호 (상봉동,동일빌딩4층)"
미래주방종합인테리어,가구/인테리어,1081,강북구 ,서울 강북구 수유로,50 (수유동)
국민닭발,음식점/식음료업,1751,노원구 ,서울특별시 노원구 동일로218길 29,1층 108호
이선수학교습소,기술/기능 교육,7537,강서구 ,서울특별시 강서구 양천로73길 56-2 (염창동),301호
세븐일레븐 쌍문한일병원점,식자재/유통,1450,도봉구 ,서울특별시 도봉구 우이천로 308,세븐일레븐 쌍문한일병원점
르봉방,식자재/유통,1693,노원구 ,서울특별시 노원구 상계로1길 62-51(상계동),1층 와인샵 르봉방
아신 심리상담,보건/복지,5266,강동구 ,서울특별시 강동구 양재대로 1666(명일동),3층
세봉,식자재/유통,6313,강남구 ,서울특별시 강남구 논현로8길 5(개포동),세봉
일산우리생수,식자재/유통,3470,은평구 ,서울 은평구 가좌로,182-5 (응암동)
신성사,기타,2161,중랑구 ,서울특별시 중랑구 면목로74길 28 (면목동),신성사
비에치비랩(BHB Lab),생활/리빙,6103,강남구 ,서울 강남구 봉은사로,"307, 704호 (논현동,논현동이안오피스텔)"
(주)디오디자인그룹,기타,6032,강남구 ,서울 강남구 논현로155길,"10, 3층 (신사동,정운빌딩)"
박치과의원,보건/복지,5269,강동구 ,서울 강동구 동남로75길,"29, 301세종프라자 (명일동)"
라하잉글리시,입시/교습학원,3301,은평구 ,"서울특별시 은평구 진관3로 33(진관동, 은평뉴타운 꿈에그린)",
지니뷰티랩,생활/리빙,8514,금천구 ,서울 금천구 디지털로10길 37,3층 354호
스코넬리,음식점/식음료업,7007,동작구 ,서울특별시 동작구 사당로29가길 3(사당동),스코넬리
비비큐(BBQ) 둔촌시장점,음식점/식음료업,5403,강동구 ,서울특별시 강동구 양재대로89길 62(성내동),
엠브릿지학원,입시/교습학원,6343,강남구 ,서울특별시 강남구 일원로3길 10 2층 엠브릿지 학원,엠브릿지학원
킴스프렌치보우,의류/잡화,6709,서초구 ,서울 서초구 남부순환로317길,"37, 1층 (서초동,영우빌딩)"
블루밍,의류/잡화,5648,송파구 ,서울 송파구 양재대로,"1222, 124호 (방이동,올림픽프라자)"
골드2424크린,기타,2061,중랑구 ,서울 중랑구 송림길,"102, 1층 상가 (망우동)"
대림평생교육원,기술/기능 교육,7412,영등포구,서울 영등포구 대림로,"199, 2층 (대림동,건용빌딩)"
캐논디지털,기타,5662,송파구 ,서울 송파구 백제고분로 436 (송파동),매헌빌딩 2층 캐논디지털
(주)하나기술학원,기술/기능 교육,8505,금천구 ,서울 금천구 가산디지털2로,"115, 906호 (가산동,대륭테크노타운3차)"
피어나 머리염색,생활/리빙,1051,강북구 ,서울 강북구 노해로,"96, 1층 좌측호 (수유동)"
(주)잠실풋볼아카데미주사랑,기술/기능 교육,5600,송파구 ,서울 송파구 석촌호수로,"140, 지1층 비01호 (삼전동,잠실레이크타워)"
공유오피스 비상주사무실 마이비지니스파트너 중랑점,부동산/임대,2104,중랑구 ,서울 중랑구 동일로129길,"35, 2층 214,215,216호 (중화동,태능에셈빌)"
태정개발(주),건축/철물,3696,서대문구,서울 서대문구 연희동,719-16번지
엘케이메디칼,보건/복지,6069,강남구 ,서울 강남구 선릉로,"704, 12층 1236호 (청담동,청담빌딩)"
묵호댁선릉직영점,음식점/식음료업,6197,강남구 ,"서울특별시 강남구 선릉로76길 24 (대치동, 관용빌딩)",1층
사단법인마음그림문화예술협회,기타,7010,동작구 ,서울 동작구 사당로12길,"11, 101호 (사당동,다사랑빌)"
바리스타곰,음식점/식음료업,5283,강동구 ,서울특별시 강동구 상일로5길 11(상일동),1층
크로스핏 강남 반포,문화/체육,6552,서초구 ,서울특별시 서초구 방배중앙로 204(방배동),"B01, 02호"
오렌즈 영등포점,의류/잡화,7304,영등포구,서울특별시 영등포구 영중로 16(영등포동3가),
필라테스 해,기술/기능 교육,7587,강서구 ,"서울특별시 강서구 공항대로41길 56 (등촌동, 진아빌딩)",진아빌딩4층
이상각이비인후과,보건/복지,3385,은평구 ,서울 은평구 대조동,186-1번지
리드인가재울2관독서토론학원,입시/교습학원,3791,서대문구,"서울특별시 서대문구 수색로 56 (북가좌동, 성공타워1)",
유씨에이어학원,외국어/언어,2831,성북구 ,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",
신예,음식점/식음료업,4778,성동구 ,서울특별시 성동구 왕십리로4길 13-1 (성수동1가),
꼬르륵키친,음식점/식음료업,4608,중구   ,서울특별시 중구 청구로 83 (신당동),
락코인노래연습장,문화/체육,2709,성북구 ,서울 성북구 보국문로,"45, B01층 (정릉동)"
잼,기타,5086,광진구 ,서울 광진구 능동로1길,"15, 101동 13층 8호 (자양동,한강우성아파트)"
꽃을맛보다,식자재/유통,8009,양천구 ,서울 양천구 신목로14길,"15, 1층 101호 (신정동)"
24시 과일야채,식자재/유통,5224,강동구 ,서울 강동구 고덕로79길,"29, 1층 104호 (고덕공, 고덕그라시움(제2상가)) (고덕동)"
땡스피자 서초점,음식점/식음료업,6657,서초구 ,서울 서초구 반포대로21길,"17, 선업빌딩, ,지하1층 지층1호 (서초동)"
미더베스트 홍대점,생활/리빙,4056,마포구 ,서울 마포구 신촌로4길,"22-14, 4층 (동교동)"
체인지피플(change people),생활/리빙,1385,도봉구 ,서울 도봉구 방학로11길,"95, 2층 (쌍문동)"
네스트(NEST)학원,기술/기능 교육,2880,성북구 ,서울특별시 성북구 성북로 5-7,3층 전체
목동만복순대국,음식점/식음료업,7946,양천구 ,서울 양천구 목동중앙북로5길,"33, 1층 (목동)"
애프터텐,식자재/유통,2582,동대문구,서울 동대문구 하정로,"49-1, 201호 (신설동,성산빌딩)"
유비링크(U vi Link),식자재/유통,5408,강동구 ,서울 강동구 양재대로83길,"36, 1층 (제102호-A) (성내동)"
둥지,음식점/식음료업,7988,양천구 ,"서울특별시 양천구 목동동로 339 (목동, 목동트윈빌)",
달이 비추는 곳,기타,4500,중구   ,"서울특별시 중구 만리재로 175 (만리동2가, 서울역센트럴자이)",
더블유에스WS복싱클럽 수색점,생활/리빙,3502,은평구 ,서울특별시 은평구 수색로14길 5-3 (수색동),지하 1층 ws복싱
할리스 서서울공원점,음식점/식음료업,7915,양천구 ,서울특별시 양천구 남부순환로58길 37 (신월동),1-3층
퀼트공간,의류/잡화,3198,종로구 ,서울 종로구 종로6가,289-3번지 동대문종합상가 A동 5088호
종로여성인력개발센터,기타,3079,종로구 ,서울특별시 종로구 대학로11길 23,스타시티빌딩 3층
코리아 굿,기타,5609,송파구 ,서울특별시 송파구 백제고분로39길 24 (석촌동),정훈빌딩 2층
서로사랑한의원,보건/복지,5296,강동구 ,서울시 강동구 양재대로128길 15,1층 (길동)
아임사진관,생활/리빙,7548,강서구 ,"서울특별시 강서구 화곡로 416 (등촌동, 가양역더스카이밸리5차지식산업센터)",
지수정보통신,가전/통신,3161,종로구 ,서울 종로구 인사동5길,"41, 지하 8호 (공평동,한미빌딩)"
이영헤어펀,생활/리빙,3106,종로구 ,서울 종로구 창신길,"40-1, 1층 (창신동)"
경성상사,의류/잡화,3115,종로구 ,서울 종로구 종로,376 (숭인동)
만승물산,의류/잡화,8512,금천구 ,서울 금천구 디지털로,193 (가산동)
주식회사 슈퍼원에프앤비,음식점/식음료업,4313,용산구 ,서울특별시 용산구 청파로45길 24(청파동3가),1층 모미모미
스튜디오실로온,기타,6690,서초구 ,"서울특별시 서초구 청두곶길 38-2 (방배동, 아로마빌)",
배재반점,음식점/식음료업,4516,중구   ,서울특별시 중구 서소문로 103,
장터멸치국수,음식점/식음료업,2157,중랑구 ,서울시 중랑구 상봉로 83,장터멸치국수
마산아구찜,음식점/식음료업,3133,종로구 ,서울 종로구 삼일대로,430 (낙원동)
대전과학상사,문화/체육,3192,종로구 ,서울 종로구 돈화문로,9-2 (관수동)
모모,의류/잡화,4529,중구   ,서울 중구 남대문시장4길,"3 (남창동,,C동 1층 29호)"
힐탑무역,생활/리빙,4528,중구   ,서울 중구 소월로,"3, 18호 (남창동,롯데손해보험빌딩)"
샤인정보,가전/통신,4373,용산구 ,서울 용산구 청파로,"40, 1418호 (한강로3가,삼구빌딩)"
봄밸런스 재활운동센터,기타,8608,금천구 ,"서울특별시 금천구 벚꽃로 30 (독산동, 금천롯데캐슬골드파크2차)",
유림철망,기타,8639,금천구 ,서울시 금천구 시흥대로 97(시흥동),30-131 유림철망
아트한울,기타,5790,송파구 ,서울 송파구 위례송파로5길,"5, 113호 (거여동,송파헤븐시티더테라스)"
수헤어갤러리,생활/리빙,3012,종로구 ,서울 종로구 진흥로,"436, 1층 2호 (구기동)"
라일락산부인과의원,보건/복지,5044,광진구 ,서울 광진구 아차산로,"375, 2층 제214호,215호,216호217호 (구의동)"
노드커뮤니케이션즈(Node Comms),기타,6222,강남구 ,서울 강남구 언주로79길,"12, B2층 (역삼동,MS빌딩)"
성신,생활/리빙,8762,관악구 ,서울 관악구 남부순환로157길,43 (신림동)
냉동냉장써비스(우성),식자재/유통,5757,송파구 ,서울 송파구 마천로45길,"4-6, 지층 (마천동)"
범죽 신림점,음식점/식음료업,8813,관악구 ,서울 관악구 대학6길,"14, 1층 (신림동)"
한진유리상사,생활/리빙,4635,중구   ,서울특별시 중구 소월로 31,한진SC
(주)에이치엠파마,보건/복지,5719,송파구 ,서울 송파구 중대로,"101, 611호 (가락동,동부썬빌)"
번양집(구일점),음식점/식음료업,8323,구로구 ,서울 구로구 구일로10길,
고메램 여의도,음식점/식음료업,7332,영등포구,"서울특별시 영등포구 국제금융로8길 31 (여의도동, SK증권빌딩)",
목인문화재단,문화/체육,3022,종로구 ,서울특별시 종로구 창의문로5길 46-1 (부암동),목인박물관 목석원
에코포유,기타,4717,성동구 ,서울 성동구 행당로,"82, 117동 404호 (행당동,행당한진타운)"
바디케이PT 난곡점,문화/체육,8858,관악구 ,서울 관악구 난곡로,"173, 2층 (신림동)"
마을마당,자동차/주유,7921,양천구 ,서울 양천구 곰달래로3길,"13, 공영주차장 (신월동)"
웰빙헤어살롱  나무,생활/리빙,3935,마포구 ,서울  마포구  성산2동 450  시영아파트제1상가  123,
강서5호점 공항동 우리동네키움센터,보건/복지,7808,강서구 ,"서울특별시 강서구 공항대로 124 (마곡동, 마곡엠밸리11단지)",1105동  1층 101호
정릉손칼국수,음식점/식음료업,2816,성북구 ,서울특별시 성북구 정릉로36길 35 (정릉동),
(봄빛)베스트 산후도우미 서초강남점,기타,6651,서초구 ,"서울 서초구 사임당로 28,",
주식회사 웹스미디어,디자인/인쇄,6707,서초구 ,서울 서초구 명달로,"43, 3층 (방배동,유성빌딩)"
지디인테리어,건축/철물,8267,구로구 ,서울 구로구 고척로,86 (개봉동)
연프로콜밴,기타,7717,강서구 ,서울 강서구 화곡로20길,"33-11, 202호 (화곡동,더홈)"
다인디자인,디자인/인쇄,8620,금천구 ,서울시 금천구 시흥대로84다길 4,다인디자인
디엠씨DMC소나무3034001공인중개사사무소,부동산/임대,3711,서대문구,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",203동 상가104-1호 소나무공인중개사사무소
으뜸악기,의류/잡화,3140,종로구 ,"서울특별시 종로구 삼일대로 428, 193호 (낙원동, 낙원상가2층)",으뜸악기
순대실록남부터미널점,음식점/식음료업,6653,서초구 ,서울특별시 서초구 효령로53길 23 (서초동),1층
가리온,의류/잡화,3198,종로구 ,서울 종로구 종로,"266 (종로6가,동대문종합시장A동5층5154-1호)"
이에스지(ESG)글로벌교육문화협회,기술/기능 교육,8753,관악구 ,서울 관악구 봉천로,"270, 504호 (신림동,에르스떼)"
몬스터 돈까스 호프,음식점/식음료업,5510,송파구 ,서울 송파구 올림픽로,"289, B1층107호 (신천동,잠실시그마타워)"
만복집,음식점/식음료업,5737,송파구 ,"서울특별시 송파구 성내천로 129 (마천동, 극동그린하우스)",1층
케이(K)-데이터 복구센터,기타,4516,중구   ,서울 중구 서소문로,"103, 7층 721호 (서소문동,배재빌딩)"
뿌리깊은심화수학교습소,기술/기능 교육,8015,양천구 ,서울 양천구 신목로,"70-1, 4층 (신정동)"
흰 종이에 달이 스치운다,기타,3427,은평구 ,서울 은평구 서오릉로21길,"36, 102동 204호 (구산동,갈현현대아파트)"
맘카페,음식점/식음료업,8772,관악구 ,서울 관악구 난곡로,"270, 2층 202호 (신림동,승지빌딩)"
두호콜밴,기타,7662,강서구 ,서울 강서구 까치산로18길,7-34 (화곡동)
